Student_ID,University_Rating,School_Size,Region,Major_Category,GPA,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received,Time_to_Offer_Days,Offer_Salary,Company_Size_Offered,Role_Relevance,Accepted_Offer
STU_010405,Lower-tier,Large,Northeast,STEM,3.37,3,2,6,LinkedIn,12,146,4,3,1,68.0,94805.0,Enterprise,9.0,1.0
STU_010406,Mid-tier,Medium,Midwest,Humanities,2.66,1,1,5,Indeed,1,6,0,0,0,,,,,
STU_010407,Mid-tier,Large,Midwest,Business,2.73,0,3,5,LinkedIn,2,12,2,1,1,49.0,58025.0,Enterprise,9.0,1.0
STU_010408,Mid-tier,Large,Midwest,Business,3.46,0,1,2,LinkedIn,3,17,0,0,0,,,,,
STU_010409,Mid-tier,Small,Northeast,STEM,3.46,0,6,2,Handshake,6,44,4,3,0,,,,,
STU_010410,Mid-tier,Medium,Midwest,Humanities,3.05,2,1,4,Indeed,8,154,1,1,0,,,,,
STU_010411,Lower-tier,Small,Midwest,Humanities,2.9,1,3,2,Handshake,4,18,1,0,0,,,,,
STU_010412,Lower-tier,Medium,South,STEM,3.22,2,2,1,Handshake,12,18,1,0,0,,,,,
STU_010413,Mid-tier,Medium,South,Healthcare,3.63,1,3,6,Handshake,11,64,4,1,1,42.0,67822.0,Mid-Size,9.0,0.0
STU_010414,Mid-tier,Large,Midwest,STEM,2.88,2,6,0,LinkedIn,6,51,2,2,1,46.0,93125.0,Enterprise,9.0,1.0
STU_010415,Lower-tier,Large,West,STEM,3.13,1,0,4,Handshake,2,5,0,0,0,,,,,
STU_010416,Lower-tier,Large,Midwest,Business,3.68,3,2,1,Handshake,7,49,3,3,0,,,,,
STU_010417,Lower-tier,Large,Northeast,Business,3.46,0,0,2,Indeed,6,65,2,2,1,43.0,61566.0,Enterprise,1.0,1.0
STU_010418,Top-tier,Large,Northeast,Healthcare,2.78,1,0,7,LinkedIn,5,42,2,0,0,,,,,
STU_010419,Mid-tier,Small,Northeast,Humanities,3.17,2,2,7,Handshake,7,29,2,1,1,22.0,69854.0,Startup,9.0,1.0
STU_010420,Mid-tier,Small,South,Healthcare,2.97,1,2,3,Handshake,7,49,7,2,0,,,,,
STU_010421,Mid-tier,Large,South,Business,3.14,1,3,0,Indeed,7,26,2,2,1,41.0,74596.0,Enterprise,10.0,1.0
STU_010422,Mid-tier,Medium,South,Healthcare,4.0,1,0,2,Indeed,7,103,1,0,0,,,,,
STU_010423,Mid-tier,Large,West,STEM,3.41,0,5,4,Handshake,5,20,0,0,0,,,,,
STU_010424,Mid-tier,Large,Northeast,Healthcare,4.0,1,2,3,Handshake,4,20,1,1,0,,,,,
STU_010425,Lower-tier,Large,South,Business,3.7,1,4,3,Handshake,12,54,0,0,0,,,,,
STU_010426,Lower-tier,Small,West,STEM,3.18,0,3,6,Handshake,11,12,2,1,1,28.0,82395.0,Mid-Size,7.0,1.0
STU_010427,Mid-tier,Large,West,Business,2.94,2,5,7,Handshake,6,13,2,2,1,41.0,72747.0,Startup,10.0,1.0
STU_010428,Lower-tier,Medium,West,Business,3.78,2,5,2,LinkedIn,5,50,3,1,1,88.0,82575.0,Enterprise,8.0,1.0
STU_010429,Top-tier,Large,South,Business,2.46,1,2,4,LinkedIn,11,139,2,1,1,54.0,82564.0,Enterprise,5.0,1.0
STU_010430,Lower-tier,Medium,Midwest,Arts,2.95,1,2,5,Indeed,5,91,1,1,0,,,,,
STU_010431,Mid-tier,Small,Northeast,Business,3.19,3,1,2,Indeed,1,20,0,0,0,,,,,
STU_010432,Top-tier,Large,Northeast,STEM,3.66,1,1,5,LinkedIn,3,29,2,2,1,41.0,110224.0,Enterprise,4.0,0.0
STU_010433,Mid-tier,Large,Northeast,Humanities,3.37,1,1,3,Indeed,4,38,0,0,0,,,,,
STU_010434,Mid-tier,Medium,South,Healthcare,3.81,1,2,2,Handshake,6,23,2,0,0,,,,,
STU_010435,Lower-tier,Small,South,STEM,3.15,0,2,3,LinkedIn,3,14,0,0,0,,,,,
STU_010436,Mid-tier,Large,Northeast,Healthcare,3.16,0,3,0,Handshake,9,33,2,0,0,,,,,
STU_010437,Mid-tier,Medium,Midwest,Business,3.53,0,1,3,LinkedIn,5,30,0,0,0,,,,,
STU_010438,Mid-tier,Medium,Northeast,Business,3.69,2,0,4,Handshake,12,44,4,0,0,,,,,
STU_010439,Mid-tier,Medium,West,Business,3.2,1,2,4,Handshake,10,46,3,2,1,58.0,84844.0,Mid-Size,9.0,1.0
STU_010440,Mid-tier,Small,Northeast,STEM,3.21,2,1,4,Handshake,4,24,2,0,0,,,,,
STU_010441,Lower-tier,Large,West,STEM,3.06,2,2,2,Indeed,2,30,0,0,0,,,,,
STU_010442,Lower-tier,Medium,Midwest,STEM,3.19,0,1,1,Handshake,3,22,2,2,1,24.0,79591.0,Startup,6.0,1.0
STU_010443,Lower-tier,Small,Midwest,Healthcare,2.56,2,2,1,Handshake,7,54,2,1,1,26.0,51401.0,Mid-Size,6.0,1.0
STU_010444,Lower-tier,Large,West,Business,2.75,0,3,5,LinkedIn,1,8,0,0,0,,,,,
STU_010445,Mid-tier,Small,Northeast,Humanities,2.84,0,1,1,Handshake,2,5,1,0,0,,,,,
STU_010446,Lower-tier,Small,Midwest,Arts,2.74,0,1,3,Handshake,7,32,2,1,1,38.0,44480.0,Mid-Size,7.0,0.0
STU_010447,Mid-tier,Large,South,STEM,2.92,1,0,2,Handshake,4,31,2,2,0,,,,,
STU_010448,Lower-tier,Medium,West,STEM,3.75,3,0,3,Handshake,6,35,2,1,1,35.0,99847.0,Enterprise,6.0,1.0
STU_010449,Mid-tier,Small,West,Humanities,2.93,0,1,3,Handshake,9,45,3,1,1,59.0,56966.0,Enterprise,8.0,1.0
STU_010450,Lower-tier,Medium,Northeast,Business,3.15,0,3,4,Handshake,3,23,3,1,0,,,,,
STU_010451,Lower-tier,Medium,South,Healthcare,2.66,1,1,2,Indeed,5,97,2,1,0,,,,,
STU_010452,Lower-tier,Large,Northeast,STEM,3.53,3,1,3,Indeed,7,33,2,2,1,44.0,80129.0,Startup,2.0,1.0
STU_010453,Lower-tier,Medium,West,STEM,3.02,1,2,6,Indeed,2,22,0,0,0,,,,,
STU_010454,Lower-tier,Large,Northeast,Business,3.15,1,2,3,Handshake,6,48,5,0,0,,,,,
STU_010455,Lower-tier,Medium,Northeast,Humanities,3.7,0,2,0,Handshake,4,14,2,1,1,51.0,53531.0,Mid-Size,6.0,1.0
STU_010456,Mid-tier,Large,West,Business,3.07,0,1,3,LinkedIn,4,22,1,0,0,,,,,
STU_010457,Mid-tier,Large,Midwest,Humanities,3.99,0,3,4,LinkedIn,11,126,5,2,0,,,,,
STU_010458,Mid-tier,Large,South,Healthcare,3.63,2,3,3,Indeed,12,204,5,1,1,26.0,60516.0,Mid-Size,6.0,1.0
STU_010459,Top-tier,Medium,South,STEM,2.55,3,6,5,Handshake,11,49,2,1,0,,,,,
STU_010460,Mid-tier,Medium,Northeast,Healthcare,3.4,2,3,1,Handshake,8,5,1,1,0,,,,,
STU_010461,Mid-tier,Medium,Midwest,Humanities,3.26,1,2,6,Handshake,2,5,0,0,0,,,,,
STU_010462,Mid-tier,Large,West,STEM,3.85,1,2,3,Indeed,6,88,3,1,1,32.0,60800.0,Startup,5.0,1.0
STU_010463,Lower-tier,Medium,Northeast,Healthcare,3.15,0,2,2,Indeed,1,9,0,0,0,,,,,
STU_010464,Lower-tier,Medium,West,STEM,3.48,1,1,2,Handshake,9,60,3,2,1,20.0,84049.0,Mid-Size,10.0,1.0
STU_010465,Mid-tier,Large,Midwest,Healthcare,4.0,2,0,4,LinkedIn,9,16,1,0,0,,,,,
STU_010466,Mid-tier,Medium,Midwest,Business,3.51,1,1,1,Handshake,5,25,3,0,0,,,,,
STU_010467,Mid-tier,Medium,South,Healthcare,3.02,2,3,2,Indeed,9,126,1,1,0,,,,,
STU_010468,Mid-tier,Small,Midwest,Humanities,2.94,2,1,3,Handshake,10,45,4,0,0,,,,,
STU_010469,Lower-tier,Medium,South,Business,3.07,4,0,4,LinkedIn,10,96,5,4,1,45.0,90165.0,Startup,8.0,1.0
STU_010470,Mid-tier,Large,Midwest,Business,3.58,1,1,3,Indeed,10,185,8,6,1,26.0,76510.0,Mid-Size,5.0,1.0
STU_010471,Mid-tier,Large,Midwest,STEM,2.81,1,2,2,Handshake,7,42,3,3,1,40.0,68678.0,Mid-Size,9.0,0.0
STU_010472,Lower-tier,Small,Midwest,Humanities,3.34,0,7,5,Handshake,1,5,2,1,1,50.0,51092.0,Mid-Size,10.0,1.0
STU_010473,Lower-tier,Medium,Midwest,Business,3.4,0,3,2,LinkedIn,4,32,3,2,0,,,,,
STU_010474,Top-tier,Large,Midwest,Business,3.31,3,1,2,LinkedIn,11,82,2,0,0,,,,,
STU_010475,Lower-tier,Medium,West,Business,3.48,2,4,0,LinkedIn,11,155,5,1,0,,,,,
STU_010476,Mid-tier,Large,Midwest,Humanities,3.25,1,1,3,Indeed,8,121,3,1,1,42.0,68143.0,Startup,4.0,1.0
STU_010477,Mid-tier,Medium,Northeast,STEM,2.36,0,3,2,Indeed,6,40,0,0,0,,,,,
STU_010478,Top-tier,Medium,Midwest,Healthcare,3.25,4,2,3,LinkedIn,11,78,3,3,1,32.0,80190.0,Mid-Size,9.0,1.0
STU_010479,Mid-tier,Large,West,STEM,3.4,1,1,6,Indeed,9,165,1,1,0,,,,,
STU_010480,Mid-tier,Large,West,STEM,3.15,2,1,3,Handshake,6,48,4,1,0,,,,,
STU_010481,Mid-tier,Medium,South,Arts,3.17,0,3,2,Handshake,8,53,2,1,1,43.0,56688.0,Mid-Size,6.0,1.0
STU_010482,Lower-tier,Small,Midwest,Healthcare,3.25,4,2,2,Handshake,11,38,3,2,0,,,,,
STU_010483,Lower-tier,Large,Northeast,Business,3.19,0,1,7,LinkedIn,12,138,7,3,0,,,,,
STU_010484,Mid-tier,Medium,Midwest,STEM,3.48,1,3,2,LinkedIn,4,18,2,2,0,,,,,
STU_010485,Top-tier,Small,Midwest,Humanities,3.3,1,2,2,LinkedIn,3,33,1,0,0,,,,,
STU_010486,Lower-tier,Medium,West,Healthcare,2.97,2,1,2,Indeed,6,80,2,1,1,39.0,47859.0,Enterprise,3.0,1.0
STU_010487,Top-tier,Medium,Midwest,Humanities,2.96,1,2,1,Handshake,8,18,1,0,0,,,,,
STU_010488,Lower-tier,Large,South,Humanities,3.28,0,1,4,Indeed,3,50,1,0,0,,,,,
STU_010489,Mid-tier,Medium,West,STEM,3.11,0,0,2,Indeed,11,60,0,0,0,,,,,
STU_010490,Mid-tier,Medium,Northeast,Business,3.35,0,1,1,LinkedIn,9,109,1,1,0,,,,,
STU_010491,Mid-tier,Small,Midwest,STEM,3.12,0,1,2,LinkedIn,3,12,0,0,0,,,,,
STU_010492,Top-tier,Small,Midwest,STEM,2.84,2,3,4,Indeed,2,25,1,0,0,,,,,
STU_010493,Mid-tier,Large,Midwest,Healthcare,2.41,2,1,1,LinkedIn,9,67,3,0,0,,,,,
STU_010494,Top-tier,Medium,West,Business,3.28,1,1,7,LinkedIn,9,58,1,0,0,,,,,
STU_010495,Mid-tier,Medium,South,STEM,3.26,0,1,0,Indeed,1,23,1,0,0,,,,,
STU_010496,Mid-tier,Medium,Northeast,STEM,2.92,0,1,4,Indeed,1,15,0,0,0,,,,,
STU_010497,Mid-tier,Large,West,Healthcare,3.24,0,2,1,Handshake,6,17,0,0,0,,,,,
STU_010498,Mid-tier,Medium,South,STEM,2.9,4,2,4,Indeed,5,74,0,0,0,,,,,
STU_010499,Mid-tier,Medium,West,Arts,3.48,0,2,4,Indeed,11,163,0,0,0,,,,,
STU_010500,Top-tier,Large,West,Humanities,2.82,1,5,1,Indeed,9,58,0,0,0,,,,,
STU_010501,Top-tier,Large,Midwest,Business,3.33,1,2,2,LinkedIn,12,126,5,2,1,82.0,91603.0,Enterprise,7.0,1.0
STU_010502,Top-tier,Medium,South,Healthcare,2.63,0,1,4,LinkedIn,1,14,0,0,0,,,,,
STU_010503,Lower-tier,Medium,Northeast,Healthcare,3.06,1,5,5,Indeed,1,9,2,2,1,16.0,53974.0,Mid-Size,4.0,1.0
STU_010504,Mid-tier,Medium,South,Business,2.95,0,3,4,LinkedIn,7,87,2,1,0,,,,,
STU_010505,Lower-tier,Medium,South,Healthcare,2.63,1,3,0,Indeed,6,30,0,0,0,,,,,
STU_010506,Mid-tier,Large,Northeast,Humanities,3.3,0,2,6,LinkedIn,4,28,2,2,1,43.0,75232.0,Mid-Size,5.0,0.0
STU_010507,Mid-tier,Large,South,Business,3.42,1,1,3,LinkedIn,10,61,3,2,1,79.0,81277.0,Enterprise,8.0,1.0
STU_010508,Mid-tier,Large,South,Healthcare,2.72,1,1,4,Handshake,3,17,2,1,1,40.0,63594.0,Startup,9.0,1.0
STU_010509,Lower-tier,Large,South,STEM,2.68,1,2,0,Handshake,7,23,4,1,0,,,,,
STU_010510,Mid-tier,Small,Northeast,Arts,2.92,1,0,3,Handshake,8,89,5,4,1,34.0,60926.0,Enterprise,8.0,1.0
STU_010511,Top-tier,Medium,Midwest,Business,3.15,0,2,3,LinkedIn,2,13,2,1,1,41.0,80378.0,Enterprise,7.0,1.0
STU_010512,Mid-tier,Medium,South,Healthcare,3.33,2,1,1,Indeed,3,53,0,0,0,,,,,
STU_010513,Mid-tier,Small,South,STEM,3.49,2,1,3,Handshake,6,5,2,2,1,49.0,79150.0,Mid-Size,9.0,1.0
STU_010514,Mid-tier,Large,South,Business,3.73,3,4,1,Handshake,1,5,0,0,0,,,,,
STU_010515,Mid-tier,Large,South,Healthcare,3.68,3,2,1,LinkedIn,2,20,2,2,1,48.0,85664.0,Startup,7.0,1.0
STU_010516,Mid-tier,Large,West,Business,2.95,0,1,7,Handshake,11,106,4,4,1,23.0,61105.0,Enterprise,5.0,1.0
STU_010517,Mid-tier,Small,Northeast,Healthcare,3.35,3,4,2,Handshake,2,13,0,0,0,,,,,
STU_010518,Mid-tier,Medium,Northeast,Business,3.22,0,2,3,Handshake,5,27,2,0,0,,,,,
STU_010519,Lower-tier,Medium,Northeast,Business,3.2,0,4,3,Handshake,6,28,2,0,0,,,,,
STU_010520,Lower-tier,Large,Midwest,Humanities,3.28,1,3,1,LinkedIn,10,88,5,1,0,,,,,
STU_010521,Mid-tier,Large,Midwest,STEM,3.45,0,1,0,Handshake,4,20,3,2,0,,,,,
STU_010522,Lower-tier,Small,West,STEM,4.0,0,5,3,LinkedIn,10,90,3,0,0,,,,,
STU_010523,Lower-tier,Small,West,STEM,3.31,1,1,0,Handshake,12,120,6,1,0,,,,,
STU_010524,Mid-tier,Medium,Midwest,Business,3.08,2,3,2,Handshake,9,21,2,1,1,24.0,99501.0,Startup,10.0,0.0
STU_010525,Mid-tier,Medium,West,Humanities,2.65,1,2,2,Handshake,11,62,10,6,0,,,,,
STU_010526,Lower-tier,Medium,West,Business,3.29,2,1,4,LinkedIn,11,119,3,1,1,65.0,88803.0,Enterprise,6.0,1.0
STU_010527,Mid-tier,Medium,West,Humanities,3.99,1,1,4,Handshake,9,69,5,3,0,,,,,
STU_010528,Top-tier,Small,Midwest,STEM,3.18,1,1,1,LinkedIn,10,38,0,0,0,,,,,
STU_010529,Lower-tier,Medium,Midwest,STEM,2.69,3,2,5,Handshake,12,108,5,4,1,45.0,87082.0,Mid-Size,6.0,1.0
STU_010530,Top-tier,Small,Midwest,STEM,3.91,1,2,3,LinkedIn,12,108,3,3,1,40.0,109606.0,Enterprise,5.0,0.0
STU_010531,Lower-tier,Medium,Midwest,Humanities,3.05,2,1,4,Handshake,10,16,2,2,1,55.0,58299.0,Mid-Size,7.0,1.0
STU_010532,Lower-tier,Small,West,STEM,3.41,3,3,2,Handshake,5,13,2,0,0,,,,,
STU_010533,Lower-tier,Medium,Northeast,Healthcare,2.98,1,0,4,LinkedIn,10,103,4,1,0,,,,,
STU_010534,Top-tier,Small,West,Business,2.77,2,1,2,LinkedIn,11,77,4,3,1,81.0,94373.0,Mid-Size,8.0,1.0
STU_010535,Mid-tier,Medium,Midwest,STEM,3.16,2,4,4,LinkedIn,5,49,0,0,0,,,,,
STU_010536,Mid-tier,Medium,Northeast,STEM,3.34,0,1,5,LinkedIn,1,5,0,0,0,,,,,
STU_010537,Mid-tier,Small,South,Healthcare,3.58,0,2,4,Handshake,8,16,2,2,0,,,,,
STU_010538,Top-tier,Medium,South,Humanities,3.17,4,0,5,Handshake,2,18,2,2,1,48.0,75832.0,Mid-Size,8.0,1.0
STU_010539,Mid-tier,Large,South,STEM,3.5,0,1,2,Handshake,5,20,2,2,1,20.0,89200.0,Enterprise,6.0,1.0
STU_010540,Mid-tier,Large,South,Business,3.29,2,6,3,Indeed,5,74,1,1,0,,,,,
STU_010541,Top-tier,Large,West,STEM,3.02,1,3,5,Indeed,9,55,0,0,0,,,,,
STU_010542,Mid-tier,Medium,West,STEM,3.57,2,3,2,LinkedIn,1,6,2,2,1,60.0,103071.0,Mid-Size,7.0,1.0
STU_010543,Lower-tier,Large,Midwest,Business,3.01,1,1,5,Handshake,2,13,2,0,0,,,,,
STU_010544,Lower-tier,Large,Midwest,Business,3.78,0,4,2,LinkedIn,4,36,1,0,0,,,,,
STU_010545,Lower-tier,Large,Northeast,STEM,2.96,2,1,3,Indeed,3,47,0,0,0,,,,,
STU_010546,Mid-tier,Small,Northeast,STEM,3.46,1,5,2,Handshake,3,18,0,0,0,,,,,
STU_010547,Lower-tier,Large,South,Business,2.89,2,4,5,Indeed,12,156,7,5,1,30.0,57614.0,Enterprise,4.0,1.0
STU_010548,Lower-tier,Medium,West,STEM,3.31,1,4,5,Handshake,10,40,5,0,0,,,,,
STU_010549,Mid-tier,Medium,Midwest,Business,3.58,2,1,4,LinkedIn,9,70,3,1,1,49.0,64904.0,Enterprise,4.0,1.0
STU_010550,Mid-tier,Large,Northeast,Humanities,3.58,1,1,0,Indeed,12,166,7,6,1,32.0,53397.0,Startup,2.0,1.0
STU_010551,Mid-tier,Large,South,STEM,2.9,2,3,1,LinkedIn,9,85,3,1,0,,,,,
STU_010552,Mid-tier,Large,Midwest,Business,4.0,1,0,3,Handshake,10,5,2,1,1,58.0,70891.0,Enterprise,6.0,1.0
STU_010553,Mid-tier,Large,Midwest,Business,3.5,0,4,4,LinkedIn,6,31,1,0,0,,,,,
STU_010554,Mid-tier,Large,Midwest,STEM,2.88,1,1,5,LinkedIn,4,27,0,0,0,,,,,
STU_010555,Lower-tier,Medium,Midwest,Business,3.56,4,1,4,LinkedIn,11,115,5,5,1,36.0,93444.0,Enterprise,6.0,1.0
STU_010556,Mid-tier,Medium,South,Humanities,2.16,3,3,4,Indeed,8,6,0,0,0,,,,,
STU_010557,Top-tier,Medium,Midwest,Healthcare,3.74,3,3,4,Indeed,2,30,0,0,0,,,,,
STU_010558,Lower-tier,Large,West,STEM,3.12,1,1,6,LinkedIn,1,7,1,1,0,,,,,
STU_010559,Mid-tier,Medium,Northeast,STEM,2.91,0,2,2,LinkedIn,3,34,0,0,0,,,,,
STU_010560,Lower-tier,Large,Northeast,STEM,2.93,1,1,4,Indeed,11,55,1,0,0,,,,,
STU_010561,Top-tier,Large,Northeast,Business,3.86,4,1,3,LinkedIn,3,29,2,2,1,80.0,106963.0,Enterprise,9.0,1.0
STU_010562,Lower-tier,Medium,Northeast,Healthcare,2.52,0,3,2,Indeed,10,128,0,0,0,,,,,
STU_010563,Top-tier,Small,West,STEM,3.27,2,2,0,Indeed,11,106,5,5,1,27.0,87878.0,Startup,1.0,1.0
STU_010564,Mid-tier,Medium,West,Humanities,3.81,0,1,2,LinkedIn,6,53,4,1,0,,,,,
STU_010565,Top-tier,Large,Northeast,Business,2.84,3,1,1,Handshake,12,74,4,4,1,26.0,95646.0,Mid-Size,7.0,0.0
STU_010566,Lower-tier,Large,Northeast,Business,3.49,0,2,2,Indeed,12,200,0,0,0,,,,,
STU_010567,Lower-tier,Large,South,Business,4.0,0,1,2,LinkedIn,7,54,2,1,1,33.0,72016.0,Mid-Size,7.0,1.0
STU_010568,Mid-tier,Large,South,STEM,3.57,0,0,0,Indeed,2,29,0,0,0,,,,,
STU_010569,Lower-tier,Large,Midwest,Business,3.08,0,0,1,LinkedIn,11,34,1,1,0,,,,,
STU_010570,Mid-tier,Medium,Northeast,Business,2.89,2,1,3,LinkedIn,3,22,0,0,0,,,,,
STU_010571,Mid-tier,Small,South,Business,3.42,0,4,0,LinkedIn,8,24,1,0,0,,,,,
STU_010572,Lower-tier,Medium,Midwest,Humanities,3.56,1,1,2,LinkedIn,7,108,3,2,1,62.0,81671.0,Enterprise,3.0,1.0
STU_010573,Mid-tier,Large,West,Business,3.2,1,4,3,Handshake,3,6,2,1,0,,,,,
STU_010574,Mid-tier,Large,West,STEM,2.78,2,1,3,LinkedIn,3,40,0,0,0,,,,,
STU_010575,Lower-tier,Small,Northeast,Business,3.61,1,2,3,LinkedIn,9,111,4,3,1,76.0,71214.0,Startup,2.0,1.0
STU_010576,Lower-tier,Small,Northeast,STEM,3.1,3,2,2,Handshake,11,55,7,2,0,,,,,
STU_010577,Lower-tier,Large,West,STEM,3.28,3,3,2,Handshake,1,7,1,1,0,,,,,
STU_010578,Lower-tier,Medium,Midwest,Business,3.63,2,2,2,Handshake,10,70,11,3,0,,,,,
STU_010579,Top-tier,Large,South,Healthcare,3.11,3,3,1,Indeed,1,15,0,0,0,,,,,
STU_010580,Lower-tier,Small,South,STEM,3.65,1,1,1,LinkedIn,5,20,1,0,0,,,,,
STU_010581,Mid-tier,Medium,West,Humanities,3.36,0,2,4,LinkedIn,6,48,3,1,1,37.0,48667.0,Enterprise,10.0,0.0
STU_010582,Lower-tier,Large,South,Arts,3.31,1,2,3,Handshake,8,44,6,1,0,,,,,
STU_010583,Mid-tier,Large,Midwest,STEM,3.02,1,3,2,Handshake,5,25,0,0,0,,,,,
STU_010584,Mid-tier,Medium,South,STEM,3.5,4,3,3,LinkedIn,6,64,4,4,1,48.0,111278.0,Mid-Size,9.0,1.0
STU_010585,Mid-tier,Medium,West,Humanities,2.76,1,2,4,Handshake,8,5,2,2,1,21.0,48640.0,Enterprise,6.0,1.0
STU_010586,Mid-tier,Large,Northeast,Humanities,2.82,0,2,4,Handshake,10,70,4,3,1,36.0,59303.0,Mid-Size,10.0,1.0
STU_010587,Top-tier,Medium,West,Business,3.6,1,3,5,LinkedIn,7,38,2,2,1,66.0,80698.0,Mid-Size,4.0,1.0
STU_010588,Lower-tier,Medium,South,STEM,2.42,3,3,3,Handshake,7,58,2,2,1,37.0,86652.0,Enterprise,7.0,0.0
STU_010589,Lower-tier,Small,Northeast,Business,3.22,0,3,2,LinkedIn,10,93,2,1,0,,,,,
STU_010590,Top-tier,Small,West,STEM,2.56,2,1,2,LinkedIn,10,35,2,0,0,,,,,
STU_010591,Lower-tier,Large,South,Humanities,3.49,2,1,2,Indeed,1,17,1,0,0,,,,,
STU_010592,Mid-tier,Large,South,STEM,3.09,0,2,4,LinkedIn,2,27,2,2,1,87.0,92060.0,Enterprise,6.0,1.0
STU_010593,Mid-tier,Medium,Midwest,STEM,2.36,0,3,4,Handshake,6,27,2,1,0,,,,,
STU_010594,Mid-tier,Large,Midwest,STEM,3.72,1,3,1,LinkedIn,2,16,0,0,0,,,,,
STU_010595,Lower-tier,Large,South,Healthcare,2.97,0,4,5,Handshake,10,85,7,2,0,,,,,
STU_010596,Lower-tier,Large,Midwest,Humanities,3.62,2,1,2,LinkedIn,2,16,2,1,1,30.0,74485.0,Enterprise,7.0,1.0
STU_010597,Mid-tier,Small,Midwest,Business,3.25,0,4,4,Indeed,8,94,1,0,0,,,,,
STU_010598,Mid-tier,Medium,South,Healthcare,3.09,0,2,3,Indeed,3,42,1,0,0,,,,,
STU_010599,Top-tier,Large,Northeast,Arts,2.67,1,1,3,LinkedIn,7,19,1,0,0,,,,,
STU_010600,Mid-tier,Large,Northeast,Humanities,3.62,2,4,3,Indeed,8,65,0,0,0,,,,,
STU_010601,Mid-tier,Large,South,Humanities,2.92,3,2,1,Indeed,1,16,0,0,0,,,,,
STU_010602,Mid-tier,Medium,Northeast,STEM,3.79,2,4,3,LinkedIn,10,68,4,1,1,89.0,109676.0,Enterprise,5.0,1.0
STU_010603,Lower-tier,Large,West,STEM,4.0,2,1,3,Indeed,3,55,0,0,0,,,,,
STU_010604,Lower-tier,Large,Midwest,STEM,2.93,0,2,3,LinkedIn,4,34,4,1,0,,,,,
STU_010605,Mid-tier,Medium,Midwest,Arts,2.8,1,1,2,Handshake,9,69,5,0,0,,,,,
STU_010606,Mid-tier,Medium,South,STEM,3.35,1,3,3,Handshake,10,56,2,0,0,,,,,
STU_010607,Mid-tier,Medium,South,STEM,2.5,0,2,1,Handshake,3,17,3,0,0,,,,,
STU_010608,Lower-tier,Medium,West,Business,3.38,0,1,2,Handshake,7,39,4,2,0,,,,,
STU_010609,Lower-tier,Large,Midwest,STEM,3.3,1,4,3,LinkedIn,12,78,4,1,1,59.0,92852.0,Mid-Size,7.0,1.0
STU_010610,Lower-tier,Medium,West,Business,3.15,1,4,0,Indeed,5,57,0,0,0,,,,,
STU_010611,Mid-tier,Small,Northeast,Humanities,3.14,1,1,4,Handshake,10,83,9,1,0,,,,,
STU_010612,Lower-tier,Large,South,STEM,3.82,1,0,3,LinkedIn,3,30,1,0,0,,,,,
STU_010613,Top-tier,Large,West,Humanities,3.74,0,1,1,LinkedIn,10,88,4,2,1,83.0,90883.0,Enterprise,6.0,1.0
STU_010614,Mid-tier,Medium,West,Business,2.16,0,0,3,LinkedIn,3,22,2,1,0,,,,,
STU_010615,Mid-tier,Large,Midwest,STEM,3.27,2,1,2,Indeed,4,55,1,0,0,,,,,
STU_010616,Mid-tier,Small,Midwest,Business,3.44,2,1,2,LinkedIn,3,27,0,0,0,,,,,
STU_010617,Lower-tier,Large,West,Healthcare,3.14,4,1,4,Handshake,3,10,2,2,1,26.0,77160.0,Mid-Size,10.0,0.0
STU_010618,Lower-tier,Small,South,STEM,2.74,1,2,3,LinkedIn,9,79,3,3,1,49.0,95377.0,Enterprise,6.0,0.0
STU_010619,Top-tier,Large,Midwest,Business,3.56,1,4,4,LinkedIn,1,5,0,0,0,,,,,
STU_010620,Mid-tier,Large,Northeast,STEM,3.21,0,3,3,Handshake,2,7,2,1,1,50.0,83251.0,Startup,9.0,0.0
STU_010621,Mid-tier,Medium,West,Business,2.93,2,1,1,Indeed,11,108,0,0,0,,,,,
STU_010622,Mid-tier,Large,South,Humanities,3.23,1,4,5,Indeed,8,98,3,2,1,38.0,52626.0,Startup,9.0,1.0
STU_010623,Mid-tier,Large,Northeast,Healthcare,3.87,1,1,1,LinkedIn,1,6,1,0,0,,,,,
STU_010624,Lower-tier,Large,West,Humanities,3.34,1,5,7,LinkedIn,5,50,4,3,0,,,,,
STU_010625,Lower-tier,Large,Midwest,Arts,3.17,1,0,1,Handshake,6,11,2,1,1,39.0,67679.0,Enterprise,10.0,1.0
STU_010626,Lower-tier,Large,West,Humanities,3.56,0,2,5,LinkedIn,1,9,2,1,1,69.0,64979.0,Enterprise,10.0,1.0
STU_010627,Lower-tier,Small,Northeast,STEM,2.88,3,1,3,Handshake,10,68,8,1,0,,,,,
STU_010628,Mid-tier,Medium,West,Healthcare,2.3,1,1,3,Indeed,6,119,3,3,1,38.0,51305.0,Startup,1.0,1.0
STU_010629,Mid-tier,Medium,South,STEM,3.72,1,2,2,Handshake,8,32,1,1,0,,,,,
STU_010630,Mid-tier,Small,South,Business,3.42,0,3,4,Handshake,12,6,0,0,0,,,,,
